名称,经度,纬度,类别,地址,POI类型,评分,人均消费
哈尔滨呈美民宿,126.636451,45.781296,住宿,沿沟街宝宇天邑环球港B区8号楼1914室,住宿服务;住宿服务相关;住宿服务相关,3.4,[]
哈尔滨博雯民宿(中央大街地铁站哈尔滨站店),126.614394,45.767093,住宿,北安街162号(中央大街地铁站3号口步行210米),住宿服务;住宿服务相关;住宿服务相关,4.6,[]
哈尔滨瑞缘民宿,126.609040,45.825403,住宿,东北亚大街广信新城B区1号楼2单元2702号,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
哈尔滨天城民宿,126.613417,45.768739,住宿,经纬七道街50号附1号,住宿服务;旅馆招待所;旅馆招待所,4.4,[]
哈尔滨华利尔民宿,126.624068,45.781705,住宿,巡船胡同16号3栋,住宿服务;旅馆招待所;旅馆招待所,4.3,[]
哈尔滨禾源民宿,126.636021,45.760044,住宿,建筑街(哈尔滨站地铁站3号口步行260米),住宿服务;旅馆招待所;旅馆招待所,3.5,[]
哈尔滨福阳民宿,126.661999,45.761129,住宿,人和街5号,住宿服务;住宿服务相关;住宿服务相关,4.6,[]
洛阁民宿(哈尔滨索菲亚教堂店),126.632240,45.766905,住宿,工厂街2号,住宿服务;住宿服务相关;住宿服务相关,4.5,[]
紫云民宿(哈尔滨火车站店),126.635055,45.758576,住宿,建筑街52号(哈尔滨站地铁站3号口步行430米),住宿服务;住宿服务相关;住宿服务相关,3.4,[]
雨季民宿(哈尔滨中央大街索菲亚教堂店),126.630824,45.768329,住宿,田地街68号院内1层3号,住宿服务;旅馆招待所;旅馆招待所,5.0,[]
哈尔滨云海民宿(哈医大六院店),126.631252,45.825839,住宿,广达路80号黄埔公馆2期1号楼2单元101室,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
意大利花园民宿(哈尔滨火车站哈工大博物馆店),126.631103,45.752156,住宿,松花江街85号(铁路局地铁站1号口步行430米),住宿服务;住宿服务相关;住宿服务相关,4.7,[]
哈尔滨民宿(中央大街步行街·松花江畔九店),126.602775,45.753875,住宿,河广街与阳明街交叉口西南60米,住宿服务;住宿服务相关;住宿服务相关,[],[]
哈尔滨美岳民宿,126.542251,45.870809,住宿,利民西三大街丽景花园小区13号楼2单元2层3号,住宿服务;旅馆招待所;旅馆招待所,4.6,[]
网娱民宿(哈尔滨哈尔滨站果戈里商业区滨江站店),126.654634,45.764930,住宿,辽阳街24号(医大一院地铁站3号口步行420米),住宿服务;住宿服务相关;住宿服务相关,3.4,[]
哈尔滨一元民宿(红星城店),126.568838,45.701072,住宿,绥化路红星城3号楼,住宿服务;住宿服务相关;住宿服务相关,3.2,[]
哈尔滨洲泉民宿,126.677238,45.733073,住宿,四史街61号,住宿服务;宾馆酒店;宾馆酒店,[],[]
哈尔滨花夜民宿,126.532995,45.873148,住宿,学院路柏林四季A7四单元3楼3号,住宿服务;住宿服务相关;住宿服务相关,4.2,[]
哈尔滨美尚民宿(江北大学城地铁站店),126.541426,45.872471,住宿,学院路丽景花园8号楼2单元11楼2号,住宿服务;住宿服务相关;住宿服务相关,4.9,[]
哈尔滨海客之家民宿,126.605144,45.774759,住宿,九江街副26-1,住宿服务;旅馆招待所;旅馆招待所,[],[]
哈尔滨睿亚民宿,126.495796,45.809987,住宿,恒源街898号万华园小区C11号楼1单元3235号,住宿服务;旅馆招待所;旅馆招待所,5.0,[]
梦蝶民宿(哈尔滨中央大街步行街松花江畔中华巴洛克街区地铁站店),126.627781,45.779535,住宿,友谊路14号(兆麟公园地铁站2号口步行300米),住宿服务;住宿服务相关;住宿服务相关,2.9,[]
哈尔滨盛泰快捷民宿(中央大街哈尔滨站店),126.622667,45.761482,住宿,抚顺街26号1层0101号,住宿服务;宾馆酒店;宾馆酒店,4.6,[]
悠家1218哈尔滨特色民宿,126.551925,45.807825,住宿,松北大道辅路四海园小区-1号楼,住宿服务;住宿服务相关;住宿服务相关,[],[]
欣家民宿(哈尔滨中央大街步行街松花江畔尚志大街地铁站一店),126.615849,45.775587,住宿,哈尔滨道里上游街62号802室,住宿服务;住宿服务相关;住宿服务相关,4.0,[]
国星民宿(哈尔滨火车站店),126.635497,45.757943,住宿,海关街138号2楼,住宿服务;住宿服务相关;住宿服务相关,4.6,[]
北舍民宿(哈尔滨北岸明珠龙湾店),126.551666,45.805125,住宿,松北大道北岸明珠龙湾C栋1104室,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
凯悦民宿(哈尔滨中央大街店),126.616986,45.774143,住宿,红霞街39号2栋,住宿服务;住宿服务相关;住宿服务相关,4.5,[]
可馨民宿(哈尔滨东站工程大学店),126.701093,45.788075,住宿,南直路528-3号体育小区5-1栋,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
哈尔滨小雨民宿,126.614807,45.693773,住宿,学府路125号电影机小区8号楼1单元,住宿服务;住宿服务相关;住宿服务相关,[],[]
哈尔滨清逸民宿,126.462810,45.802953,住宿,智谷大街2194号,住宿服务;旅馆招待所;旅馆招待所,[],[]
哈尔滨佐伊民宿(哈尔滨中央大街步行街松花江畔北马路地铁站店),126.620575,45.775925,住宿,西三道街国际城小区国际城公寓D单元,住宿服务;住宿服务相关;住宿服务相关,[],[]
温度民宿(哈尔滨中央大街店),126.628179,45.778832,住宿,一面街138号金安美豪国际公寓A1栋,住宿服务;住宿服务相关;住宿服务相关,4.4,[]
唯家民宿(哈尔滨站1号店),126.656172,45.764530,住宿,辽阳街14号435室,住宿服务;住宿服务相关;住宿服务相关,3.5,[]
栖月民宿(哈尔滨中央大街店),126.617307,45.775624,住宿,上游街36号,住宿服务;旅馆招待所;旅馆招待所,[],[]
哈尔滨吉祥民宿,126.620470,45.779775,住宿,尚志胡同5号(兆麟公园地铁站1号口步行360米),住宿服务;住宿服务相关;住宿服务相关,4.5,[]
小洋民宿(哈尔滨中华巴洛克老道外文化区寺地铁站三店),126.644525,45.777325,住宿,长发街33号,住宿服务;住宿服务相关;住宿服务相关,4.4,[]
哈尔滨心宿民宿(哈尔滨西站万达广场店),126.594425,45.702025,住宿,南兴街8号辰能溪树庭院C14栋10层5号,住宿服务;住宿服务相关;住宿服务相关,3.6,[]
屿见民宿(哈尔滨江北大学城店),126.537125,45.876663,住宿,学院路美术家大街68号,住宿服务;住宿服务相关;住宿服务相关,4.7,[]
哈尔滨云骁民宿,126.597196,45.760873,住宿,爱琴路2-1号1单元1层10号,住宿服务;住宿服务相关;住宿服务相关,4.7,[]
有房民宿(哈尔滨理工大学店),126.622545,45.717145,住宿,学府经典b区7栋1单元,住宿服务;旅馆招待所;旅馆招待所,4.5,[]
哈尔滨聚舍民宿,126.571221,45.749799,住宿,友谊西路2666号盛和天下G13栋,住宿服务;住宿服务相关;住宿服务相关,4.9,[]
至美民宿(哈尔滨中央大街店),126.623194,45.769751,住宿,尚志街道尚志大街116号,住宿服务;住宿服务相关;住宿服务相关,4.3,[]
米米民宿(哈尔滨中央大街步行街松花江畔哈尔滨站店),126.617090,45.767196,住宿,经纬四道街经纬四道街21号小区,住宿服务;旅馆招待所;旅馆招待所,[],[]
松乾民宿(哈尔滨火车站店),126.633390,45.756910,住宿,北京街136号,住宿服务;住宿服务相关;住宿服务相关,2.1,[]
哈尔滨元筑民宿,126.635729,45.785345,住宿,北头道街景阳街397号丰光江景公寓二单元,住宿服务;住宿服务相关;住宿服务相关,4.5,[]
壹品民宿(哈尔滨哈尔滨西站哈尔滨西站地铁站店),126.585113,45.695390,住宿,壹品新境小区B栋6楼601号,住宿服务;旅馆招待所;旅馆招待所,3.9,[]
哈尔滨索菲亚民宿(中央大街索菲亚大教堂店),126.629339,45.774549,住宿,买卖街181号,住宿服务;住宿服务相关;住宿服务相关,4.1,[]
思漫民宿(哈尔滨西站城乡路地铁站店),126.569596,45.708377,住宿,东方大街汇智中心F座12层,住宿服务;旅馆招待所;旅馆招待所,4.5,[]
兮缘民宿(哈尔滨火车站店),126.637408,45.755562,住宿,满洲里街58-8号五单元101,住宿服务;住宿服务相关;住宿服务相关,4.5,[]
温馨民宿(哈尔滨中央大街步行街松花江畔中央大街地铁站店),126.632225,45.768525,住宿,田地街24-16号田地大厦,住宿服务;住宿服务相关;住宿服务相关,3.0,[]
一舍民宿(哈尔滨哈尔滨西站哈尔滨西站地铁站店),126.588175,45.714625,住宿,武威路柒零捌零城仕公馆-H栋,住宿服务;住宿服务相关;住宿服务相关,[],[]
精简民宿(哈尔滨西站店),126.570025,45.710025,住宿,丽江路汇智中心(城乡路地铁站2号口步行250米),住宿服务;住宿服务相关;住宿服务相关,[],[]
初一民宿(哈尔滨西站2号店),126.581226,45.698112,住宿,哈尔滨大街南兴街绥化路中兴左街围合区域爱达九溪loft1栋13层,住宿服务;住宿服务相关;住宿服务相关,4.7,[]
哈尔滨侣途民宿,126.619021,45.736584,住宿,西大直街310号(西大桥地铁站1a口步行290米),住宿服务;住宿服务相关;住宿服务相关,3.5,[]
哈尔滨百顺民宿,126.623698,45.698021,住宿,医大二院家属区32栋1单元2楼3号,住宿服务;宾馆酒店;宾馆酒店,2.2,[]
晶锦民宿(哈尔滨站店),126.634131,45.758491,住宿,海关街156号(哈尔滨站地铁站3号口步行430米),住宿服务;住宿服务相关;住宿服务相关,4.2,[]
大隐民宿(哈尔滨中央大街步行街松花江畔北马路地铁站店),126.631415,45.770132,住宿,买卖街与透笼街交叉口东南60米,住宿服务;旅馆招待所;旅馆招待所,[],[]
哈尔滨小途民宿(学府路凯德广场店),126.609788,45.720285,住宿,学府路1号蓝钻公寓14楼1408室,住宿服务;住宿服务相关;住宿服务相关,4.4,[]
哈尔滨小象民宿,126.591907,45.696045,住宿,辰能溪树庭院北区c13栋502室,住宿服务;住宿服务相关;住宿服务相关,[],[]
哈尔滨院子里民宿,126.542256,45.816101,住宿,保利水韵长滩S17-1,住宿服务;旅馆招待所;旅馆招待所,[],[]
哈尔滨双馨观江民宿(中央大街步行街店),126.621274,45.781968,住宿,斯大林街道井街50-2号,住宿服务;旅馆招待所;旅馆招待所,[],[]
隐巷民宿(哈尔滨中央大街店),126.618947,45.766682,住宿,经纬三道街17号,住宿服务;住宿服务相关;住宿服务相关,4.3,[]
哈尔滨莫奈主题民宿(群力外滩休闲文化区店),126.570525,45.750125,住宿,友谊西路与上江街交叉口西南220米,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
哈尔滨王家民宿,126.614660,45.694564,住宿,学府路125号电影机小区5号楼4单元3层4号,住宿服务;住宿服务相关;住宿服务相关,3.9,[]
哈尔滨悦盟凯民宿,126.621625,45.665925,住宿,学府路319号附11号,住宿服务;住宿服务相关;住宿服务相关,1.2,[]
哈尔滨嘉悦民宿,126.711642,45.754118,住宿,南直路盟科视界9号楼B公寓318室,住宿服务;住宿服务相关;住宿服务相关,4.5,[]
顺薪民宿(哈尔滨火车站店),126.634826,45.758604,住宿,建筑街58号4单元402室,住宿服务;住宿服务相关;住宿服务相关,2.7,[]
哈尔滨客来轩民宿,126.529213,45.873089,住宿,学院路柏林四季C1-5栋6单元,住宿服务;住宿服务相关;住宿服务相关,3.7,[]
哈尔滨此情可待民宿(江北大学城地铁站店),126.542762,45.873432,住宿,学院路丽景花园小区6栋1单元2201层,住宿服务;住宿服务相关;住宿服务相关,3.9,[]
丹丹民宿(哈尔滨哈尔滨东站工程大学大有坊街地铁站店),126.702075,45.781275,住宿,宏图街生活汇2期,住宿服务;住宿服务相关;住宿服务相关,[],[]
初一民宿(哈尔滨西站店),126.583163,45.699051,住宿,哈尔滨大街和中兴左街交叉口爱达九溪LOFT1栋1315室,住宿服务;住宿服务相关;住宿服务相关,[],[]
享邸民宿(哈尔滨火车站南广场店),126.630258,45.758098,住宿,铁路街7-16号,住宿服务;住宿服务相关;住宿服务相关,[],[]
哈尔滨昌合民宿,126.976254,45.542762,住宿,金城街和平小区6号楼2楼,住宿服务;住宿服务相关;住宿服务相关,[],[]
美墅家民宿(哈尔滨哈西高铁站万达广场店),126.597244,45.702064,住宿,哈西大街458号南郡香醍雅诺1期2号楼1单元304室,住宿服务;住宿服务相关;住宿服务相关,3.8,[]
哈尔滨天水旅馆(凯德广场学府路店),126.607521,45.725275,住宿,康宁三道街60号(学府路地铁站1号口步行420米),住宿服务;旅馆招待所;旅馆招待所,3.6,[]
哈尔滨大商旅馆,126.559531,45.816034,住宿,学海街银河小区3号15号门市,住宿服务;旅馆招待所;旅馆招待所,3.7,[]
源合旅馆(哈尔滨火车站店),126.650467,45.768063,住宿,邮政街13号(烟厂地铁站1号口步行390米),住宿服务;旅馆招待所;旅馆招待所,3.2,[]
卓越旅馆(哈尔滨火车站店),126.632899,45.757974,住宿,松花江街16号(哈尔滨站地铁站3号口步行460米),住宿服务;旅馆招待所;旅馆招待所,2.9,[]
时钟快捷宾馆,126.580282,45.895448,住宿,北京路名流新城9号商服,住宿服务;宾馆酒店;宾馆酒店|住宿服务;旅馆招待所;旅馆招待所,4.8,[]
哈尔滨航飞快捷宾馆,126.635557,45.603272,住宿,友协东三道街19号,住宿服务;宾馆酒店;宾馆酒店|住宿服务;旅馆招待所;旅馆招待所,4.8,[]
哈尔滨星月时尚快捷旅馆,126.644351,45.699955,住宿,哈平路副147-4号(近哈尔滨医科大学附属肿瘤医院),住宿服务;旅馆招待所;旅馆招待所,4.5,[]
益民招待所(北头道街店),126.637585,45.784197,住宿,北头道街48号,住宿服务;旅馆招待所;旅馆招待所,4.5,[]
哈尔滨时尚休闲快捷宾馆,126.587706,45.734570,住宿,乡里街与利民街交口利民街56-2号,住宿服务;宾馆酒店;宾馆酒店,4.3,[]
哈尔滨鑫顺旅馆,126.636268,45.603342,住宿,友协东三道街88号,住宿服务;旅馆招待所;旅馆招待所,3.4,[]
天之缘快捷宾馆(哈尔滨秋林医大一院店),126.657187,45.769534,住宿,燎原街105号(近哈医大一院门诊部),住宿服务;宾馆酒店;宾馆酒店,4.1,[]
金芒果假日宾馆(哈尔滨中山路店),126.672480,45.728366,住宿,西骑兵街7-15号,住宿服务;宾馆酒店;宾馆酒店,3.7,[]
哈尔滨贵人快捷旅馆,126.559377,45.815710,住宿,学海街银河小区1号楼3号,住宿服务;旅馆招待所;旅馆招待所,3.5,[]
哈尔滨博昊时尚宾馆,126.617615,45.741719,住宿,汉祥街91号(西大桥地铁站2B口步行360米),住宿服务;旅馆招待所;旅馆招待所,3.8,[]
哈尔滨禧悦快捷宾馆,126.685075,45.729652,住宿,菜艺街11号(116中学对面),住宿服务;宾馆酒店;宾馆酒店,4.2,[]
华迎小宾馆,126.672111,45.713081,住宿,三大动力路275号-4(303号锅炉厂大门进50米),住宿服务;宾馆酒店;宾馆酒店,4.0,[]
绿岛快捷宾馆(哈尔滨火车站店),126.636158,45.758013,住宿,民益街125号(海关街与民益街交叉口),住宿服务;旅馆招待所;旅馆招待所,3.5,[]
哈尔滨居家宾馆,126.589776,45.683546,住宿,王岗镇阳光家园小区A1-12栋03号商服,住宿服务;宾馆酒店;宾馆酒店,3.7,[]
哈尔滨天府快捷宾馆(龙达宾馆),126.557785,45.723717,住宿,群力第七大道1925号天府手擀面私家菜馆2层,住宿服务;宾馆酒店;宾馆酒店,3.7,[]
昌龙宾馆(哈尔滨江北大学城店),126.549722,45.872087,住宿,学院路三道街19号志华商城2号楼2门,住宿服务;宾馆酒店;宾馆酒店,3.5,[]
哈尔滨时运佳休闲旅馆,126.620788,45.712458,住宿,学府三道街42-18,住宿服务;旅馆招待所;旅馆招待所,3.5,[]
盛和快捷旅馆(哈尔滨西站店),126.589238,45.713036,住宿,哈尔滨大街金域蓝城D5-2,住宿服务;旅馆招待所;旅馆招待所,3.4,[]
阳光宾馆(龙江路店),127.395173,46.080518,住宿,龙江路阳光家园1号门市,住宿服务;宾馆酒店;宾馆酒店,3.3,[]
哈尔滨糖果日租公寓,126.975699,45.522158,住宿,剑桥郡小区17号楼,住宿服务;旅馆招待所;旅馆招待所,4.9,[]
哈尔滨君安快捷宾馆,126.629606,45.756104,住宿,公司街146号,住宿服务;宾馆酒店;宾馆酒店,3.2,[]
哈尔滨太阳花时尚风情旅馆,126.652761,45.718150,住宿,大庆副路154号,住宿服务;旅馆招待所;旅馆招待所,3.1,[]
千千时尚快捷旅馆(哈尔滨国际会展中心工大二校区店),126.685825,45.763471,住宿,辽河路216号华山小区B栋8号门市,住宿服务;旅馆招待所;旅馆招待所,4.7,[]
青竹宾馆,126.595411,45.731510,住宿,顾新路309号,住宿服务;宾馆酒店;宾馆酒店,4.3,[]
哈缘旅馆(哈尔滨火车站店),126.653156,45.748423,住宿,营部街17-3号,住宿服务;旅馆招待所;旅馆招待所,4.4,[]
方正商贸宾馆,128.835573,45.838117,住宿,同安路174号,住宿服务;宾馆酒店;宾馆酒店,4.0,[]
哈尔滨天吉招待所,126.649738,45.766452,住宿,哈市南岗区邮政街86-2号(医大一院住院处对面),住宿服务;旅馆招待所;旅馆招待所,4.6,[]
旭航宾馆,126.244236,45.640715,住宿,哈双路旁边,住宿服务;宾馆酒店;宾馆酒店,3.9,[]
富隆快捷宾馆(医大二院店),126.624818,45.697807,住宿,医大二院家属区35号楼3单元202室,住宿服务;宾馆酒店;宾馆酒店,4.3,[]
三江宾馆(哈尔滨火车站店),126.603843,45.750906,住宿,建国南头道街13号,住宿服务;宾馆酒店;宾馆酒店,4.1,[]
哈尔滨易安居快捷旅馆,126.650141,45.784005,住宿,南九道街83号,住宿服务;旅馆招待所;旅馆招待所,3.8,[]
哈尔滨经贸招待所,126.708740,45.788420,住宿,哈尔滨道外区十字商业街D栋31号,住宿服务;旅馆招待所;旅馆招待所|住宿服务;宾馆酒店;宾馆酒店,4.1,[]
木兰天一快捷宾馆,128.048322,45.947413,住宿,建设路与木兰大街交叉口,住宿服务;宾馆酒店;宾馆酒店,3.7,[]
头等舱宾馆(中央大街店),126.612512,45.774964,住宿,上游街53号,住宿服务;宾馆酒店;宾馆酒店,3.6,[]
金沙宾馆,126.596504,45.698989,住宿,哈西大街香醍雅诺2期38-2,住宿服务;宾馆酒店;宾馆酒店,3.7,[]
鸿瑞宾馆(黑龙江中医药大学店),126.638588,45.726947,住宿,文昌街256号(临近林业大学、中医药大学),住宿服务;宾馆酒店;宾馆酒店,3.6,[]
雪谷回忆拾光宾馆,128.125345,44.395400,住宿,山河屯林业局东升林场,住宿服务;宾馆酒店;宾馆酒店,5.0,[]
金棕榈快捷宾馆,126.698353,45.727537,住宿,鸿业街7号,住宿服务;宾馆酒店;宾馆酒店,3.6,[]
OYO隆鑫宾馆(中源大道店),126.566440,45.815098,住宿,中源大道9100号,住宿服务;宾馆酒店;宾馆酒店,3.4,[]
哈尔滨福诚假日宾馆(冰雪大世界公路大桥店),126.594278,45.759349,住宿,哈药路408号(公路大桥附近冰雪大世界),住宿服务;宾馆酒店;三星级宾馆,4.4,[]
天空宾馆,126.655586,45.754243,住宿,果戈里大街194号,住宿服务;宾馆酒店;宾馆酒店,4.1,[]
哈尔滨99快捷旅馆,126.611160,45.761746,住宿,安升街99号(安国与安升交叉口),住宿服务;旅馆招待所;旅馆招待所,3.9,[]
哈尔滨市南岗区滨河宾馆,126.646930,45.763973,住宿,邮政街120号,住宿服务;宾馆酒店;三星级宾馆,3.7,[]
禧龙宾馆(哈尔滨建国店),126.597666,45.744719,住宿,建国街260号,住宿服务;宾馆酒店;经济型连锁酒店,3.5,[]
金航宾馆(哈尔滨太平国际机场店),126.192906,45.632205,住宿,太平镇先富村中心大街232号,住宿服务;宾馆酒店;宾馆酒店,4.4,[]
哈尔滨安吉旅店,126.613381,45.755394,住宿,安吉街11号,住宿服务;旅馆招待所;旅馆招待所,4.5,[]
新中新商务旅馆,126.644390,45.774319,住宿,南平街26号,商务住宅;楼宇;商务写字楼|住宿服务;旅馆招待所;旅馆招待所,3.6,[]
哈尔滨盛世悦合商务宾馆(中央大街店),126.619826,45.777784,住宿,花圃街20号(兆麟公园地铁站1号口步行440米),住宿服务;宾馆酒店;宾馆酒店,3.5,[]
橘子主题宾馆(四史街店),126.677320,45.733037,住宿,四史街61号,住宿服务;宾馆酒店;宾馆酒店,4.6,[]
云峰旅馆(松柏街店),126.597677,45.745975,住宿,松柏街6号,住宿服务;旅馆招待所;旅馆招待所,4.1,[]
樱花旅店(海城街店),126.631273,45.756842,住宿,海城街172号,住宿服务;旅馆招待所;旅馆招待所,4.1,[]
佳家旅馆(哈同公路店),127.158600,45.756224,住宿,哈同公路辅路宾西客运站南30米,住宿服务;旅馆招待所;旅馆招待所,4.8,[]
嘉瑞快捷宾馆(哈尔滨河山街地铁站店),126.592616,45.741263,住宿,康安路82号,住宿服务;宾馆酒店;宾馆酒店,4.6,[]
英子旅馆(银行街店),126.638868,45.762086,住宿,银行街56-2号,住宿服务;旅馆招待所;旅馆招待所,4.4,[]
哈尔滨新城旅馆,126.656205,45.784879,住宿,南新街246号,住宿服务;旅馆招待所;旅馆招待所,4.5,[]
哈尔滨天涯知己快捷宾馆,126.520914,45.685966,住宿,机场路小三姓胜利家园A栋101室,住宿服务;宾馆酒店;宾馆酒店,4.2,[]
哈尔滨鸿安时尚快捷宾馆,126.631518,45.598516,住宿,友协西头道街与建文二道街交叉口东26米,住宿服务;宾馆酒店;宾馆酒店,4.0,[]
哈尔滨乐松网络快捷旅馆,126.648837,45.718020,住宿,幸福路117号(乐松广场后身),住宿服务;旅馆招待所;旅馆招待所,4.0,[]
梧桐湾快捷宾馆,126.557604,45.705709,住宿,金城街十号,住宿服务;宾馆酒店;宾馆酒店,4.5,[]
尚志如家快捷宾馆,127.969227,45.213886,住宿,邮电胡同,住宿服务;宾馆酒店;经济型连锁酒店,4.0,[]
哈尔滨夜语时尚快捷宾馆,126.633376,45.705779,住宿,征仪路255号,住宿服务;宾馆酒店;宾馆酒店,3.7,[]
泊辰宾馆(哈尔滨太平国际机场店),126.240823,45.640420,住宿,哈双路(西奥宾馆对面),住宿服务;宾馆酒店;宾馆酒店,3.7,[]
禧龙时钟旅馆(南十四道街店),126.656652,45.781524,住宿,南十四道街59号,住宿服务;旅馆招待所;旅馆招待所,4.5,[]
哈尔滨祥云雅致时尚宾馆(会展省医院店),126.669075,45.729197,住宿,区香滨路副15-7号,住宿服务;宾馆酒店;宾馆酒店|购物服务;购物相关场所;购物相关场所,3.6,[]
OYO哈尔滨润丰快捷宾馆(龙塔国际会展中心店),126.692079,45.726422,住宿,延福街281号(油坊街地铁站2号口步行350米),住宿服务;宾馆酒店;宾馆酒店,3.3,[]
哈尔滨成功宾馆,126.617271,45.734488,住宿,西大直街366号(和兴路地铁站2B口步行300米),住宿服务;宾馆酒店;宾馆酒店,3.7,[]
楠天宾馆(建国北二街店),126.602296,45.752318,住宿,哈药路200号(近建国街),住宿服务;宾馆酒店;宾馆酒店,2.8,[]
金阳宾馆(哈尔滨太平国际机场店),126.236261,45.639039,住宿,太平镇先富村大张家窝堡,住宿服务;宾馆酒店;宾馆酒店,2.7,[]
旺宇宾馆(松花江公园店),128.754936,45.971947,住宿,隆达路旺宇大厦1层2-4号2层1号商服,住宿服务;宾馆酒店;宾馆酒店,4.6,[]
盛隆快捷宾馆,126.477103,45.663532,住宿,机场路636号,住宿服务;宾馆酒店;宾馆酒店,4.1,[]
哈尔滨陌陌小宾馆,126.617520,45.721498,住宿,延兴路33号,住宿服务;宾馆酒店;宾馆酒店,3.1,[]
哈尔滨顺鑫宾馆,126.675193,45.729728,住宿,新乡里街12号新锐写字楼F1层,住宿服务;宾馆酒店;宾馆酒店,3.5,[]
鑫苑快捷宾馆(哈尔滨星光耀店),126.530539,45.732875,住宿,群里大道朗江路星光耀二期406号1-2层,住宿服务;宾馆酒店;宾馆酒店,2.8,[]
哈尔滨大元宾馆,126.637541,45.778600,住宿,中马路13号1栋3层,住宿服务;宾馆酒店;宾馆酒店,3.6,[]
尚志豪泰时尚宾馆,127.990409,45.213670,住宿,腾飞大街66号(世纪华苑4号楼3号门市),住宿服务;宾馆酒店;宾馆酒店,3.2,[]
8090快捷宾馆(安埠店),126.693547,45.728248,住宿,安埠街387号(安埠商厦后门对面),住宿服务;宾馆酒店;宾馆酒店,3.5,[]
哈尔滨鸿安旅馆,126.552320,45.871705,住宿,学院路志华商城1号楼26门,住宿服务;宾馆酒店;宾馆酒店|住宿服务;旅馆招待所;旅馆招待所,4.0,[]
哈尔滨宝航宾馆,126.197436,45.635324,住宿,哈双路与中心大街交叉口北160米,住宿服务;宾馆酒店;宾馆酒店,4.8,[]
龙华旅店(新永和街店),126.653766,45.756024,住宿,新永和街62号,住宿服务;旅馆招待所;旅馆招待所,4.8,[]
金玉快捷宾馆(哈尔滨哈东站店),126.708276,45.790250,住宿,北棵街桦树A区4号楼楼下,住宿服务;宾馆酒店;宾馆酒店,4.5,[]
哈尔滨和盛宾馆(索菲亚教堂中华巴洛克街区店),126.642219,45.771691,住宿,南极街112号,住宿服务;宾馆酒店;宾馆酒店,3.8,[]
哈尔滨保利丁香主题宾馆,126.527300,45.726361,住宿,群力第五大道与阳明滩大道交汇处,住宿服务;宾馆酒店;宾馆酒店,4.8,[]
哈尔滨锦泽假日青年旅社(中央大街店),126.607069,45.750257,住宿,新阳路329号恒祥大厦F6层,住宿服务;住宿服务相关;住宿服务相关,4.6,[]
三只猫青年旅社(哈尔滨西站万达广场店),126.585575,45.697525,住宿,哈尔滨大街金爵万象3期3栋11层1106号,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
哈尔滨米店青年旅舍(中央大街店),126.630689,45.771492,住宿,买卖街105号24层02门,住宿服务;住宿服务相关;住宿服务相关,4.5,[]
哈尔滨蜗牛精选青年旅舍(中央大街正门索菲亚教堂店),126.621345,45.767674,住宿,西十五道街58号,住宿服务;旅馆招待所;青年旅舍,4.7,[]
求职青年旅舍(中医药大学店),126.649831,45.738590,住宿,文瑞街6号文瑞小区8栋6单元2层2号,住宿服务;住宿服务相关;住宿服务相关,5.0,[]
缘士家青年旅馆(文景街店),126.653067,45.738533,住宿,民生路309号,住宿服务;旅馆招待所;旅馆招待所,4.9,[]
哈尔滨永青旅馆,126.529838,45.872928,住宿,学院路农垦小吃街柏林四季B2栋2单元102,住宿服务;宾馆酒店;宾馆酒店,4.6,[]
秦泉青年旅馆(哈尔滨南岗店),126.649518,45.737447,住宿,文景街副63-9号,住宿服务;旅馆招待所;旅馆招待所,4.8,[]
嘉璐青年旅馆(哈工大店),126.650825,45.737775,住宿,文化街16号5栋4单元负101,住宿服务;住宿服务相关;住宿服务相关,4.6,[]
哈尔滨北岸青年旅店(中央大街索菲亚教堂店),126.617892,45.774143,住宿,红霞街16号2单元301室,住宿服务;旅馆招待所;青年旅舍,4.5,[]
送你一朵小雪花青年旅舍(中央大街哈站店),126.626668,45.764100,住宿,霁虹街59号1单元201室,住宿服务;住宿服务相关;住宿服务相关,4.6,[]
时间煮雨青旅城宿(哈工大地铁站店),126.627235,45.741551,住宿,法院街42号(哈工大地铁站3号口步行350米),住宿服务;旅馆招待所;旅馆招待所,4.6,[]
春遇青年旅舍(哈尔滨中央大街店),126.614190,45.775543,住宿,上游街37号3单元201,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
哈尔滨云舟太空舱青年旅舍(中央大街步行街店),126.607739,45.761319,住宿,安隆街汇励99城市公园B1座6楼,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
哈尔滨安桂青旅(中央大街店),126.622040,45.767840,住宿,西十五道街34号院内,住宿服务;住宿服务相关;住宿服务相关,4.7,[]
雅舍青旅(哈尔滨松北区融创茂店),126.493929,45.801128,住宿,世茂大道融创融园G10栋1单元1001室,住宿服务;住宿服务相关;住宿服务相关,4.7,[]
背包行青年旅舍(哈尔滨中央大街索菲亚教堂店),126.620733,45.775498,住宿,西四道街15号国际城高级公寓C座1301室,住宿服务;旅馆招待所;青年旅舍,4.6,[]
